tconst,startYear,runtimeMinutes,primaryTitle
tt72027751,2001,50,The Risk Factor
tt75750204,2001,50,The Value of Nothing
tt42830807,2001,50,Tolerance Part 1
tt30853880,2001,50,Tolerance Part 2
tt17455473,2001,50,Touched by Evil
tt43352432,2001,50,Tour of Duty
tt68297655,2001,50,Upon Information Received
tt34693980,2001,50,Value Judgement
tt15166348,2001,50,Wednesday
tt50109459,2001,50,White Cliffs of Dover
tt13188356,2001,50,Words of Wisdom
tt49166634,2001,53,Crossroads
tt59667901,2001,53,Del 1
tt39020574,2001,53,Del 3
tt40644157,2001,53,Episode 12
tt22076913,2001,53,Episode 12
tt34736192,2001,53,Episode 12
tt87080360,2001,55,Aki Kaurismäki
tt25576694,2001,55,Aki Kaurismäki
tt28652764,2001,55,Why We Fight
tt29983008,2001,56,Del 2
tt17596828,2001,56,The Last Patrol
tt34719591,2001,57,Replacements
tt61214557,2001,58,10 Minuten vor Mitternacht
tt65970579,2001,58,Das Böse an sich
tt93555383,2001,58,Der zweite Tod des Max Holler
tt42734305,2001,58,Der zweite Tod des Max Holler
tt24586089,2001,58,Die halbe und die ganze Wahrheit
tt95636638,2001,58,Eiskalt auf der Bahre
tt95186223,2001,58,Hass macht blind
tt74187330,2001,58,Hass macht blind
tt46667084,2001,58,Hexe im Feuer
tt75205969,2001,58,Letzte Zuflucht
tt10664518,2001,59,Der Tote im Asphalt
tt71099858,2001,59,Die Hölle des Staatsanwalts
tt65664442,2001,59,Die Hölle des Staatsanwalts
tt14126128,2001,59,Points
tt75689472,2001,60,1200 am100 am
tt41088029,2001,60,A Girl Who Wasnt There
tt25364912,2001,60,A Walk in the Woods
tt64797447,2001,60,Adrift Part 2
tt47710518,2001,60,Ambush
tt75292865,2001,60,Answered Prayers
tt33130434,2001,60,Baby Its Cold Outside
tt88846009,2001,60,Bachelor Fathers
tt71015905,2001,60,Blood Sugar Sex Magic
tt88526295,2001,60,Collision Course
tt28024704,2001,60,Confession
tt18365942,2001,60,Crack in the Mirror
tt77423938,2001,60,Dog Robber Part 1
tt11622850,2001,60,Dog Robber Part 2
tt52749376,2001,60,Flame
tt23686469,2001,60,For God and Country
tt61142616,2001,60,Guilt
tt32468127,2001,60,Ill Be Home for Christmas
tt69483688,2001,60,Jagathon
tt43095541,2001,60,Killer Instinct
tt67273118,2001,60,Less Than Zero
tt85792506,2001,60,Let No Man Put Asunder
tt80146912,2001,60,Liberty
tt74456285,2001,60,Lifeline
tt12701729,2001,60,Measure of Men
tt42287121,2001,60,Mercy
tt61893735,2001,60,Miracles
tt62464538,2001,60,Mixed Messages
tt10540513,2001,60,Motive
tt38256221,2001,60,Mutiny
tt33481018,2001,60,Neighbours
tt87411384,2001,60,New Gun in Town
tt29182220,2001,60,New Orleans Saints
tt84259099,2001,60,Past Tense
tt31162481,2001,60,Pay Back
tt96737288,2001,60,Piece of Mind
tt18433957,2001,60,Redemption
tt41063489,2001,60,Retreat Hell
tt44280117,2001,60,Salvation
tt89086566,2001,60,Secrets and Lies
tt73433526,2001,60,Sleeper
tt56271175,2001,60,Teacher
tt72179123,2001,60,The Crossing
tt29745343,2001,60,The Man Behind the Curtain
tt50134351,2001,60,The Reds Shoes
tt25360651,2001,60,The Spanish Prisoner
tt94238584,2001,60,Then Love Came Along
tt73242850,2001,60,To Walk on Wings
tt17983307,2001,60,Touch and Go
tt87022377,2001,60,Valor
tt97979816,2001,60,Vigilante
tt96131772,2001,60,Witch Hunt
tt99395668,2001,62,Carentan
tt92804802,2001,64,Bastogne
tt16144576,2001,65,Shes Leaving Home
tt50507050,2001,65,Shes Leaving Home
tt80491889,2001,65,Sweet Sixteen
tt54836608,2001,65,Sweet Sixteen
tt77930375,2001,69,Kuracja
tt49366744,2001,69,The Breaking Point
tt62468095,2001,70,Currahee
tt49238237,2001,73,Beech on the Run
tt64142347,2001,73,Episode 11
tt44431667,2001,73,Episode 12
tt94561537,2001,73,Episode 13
tt81463144,2001,73,Episode 14
tt78783324,2001,73,The Origin of Donnie
tt55510932,2001,74,Benefit of the Doubt Part 1
tt87212093,2001,74,Benefit of the Doubt Part 2
tt38640415,2001,74,Episode 11
tt10289690,2001,75,If They Could See Us Now
tt10214778,2001,75,If They Could See Us Now
tt80771093,2001,75,Part 1
tt79918903,2001,80,Herbatka u Stalina
tt69188544,2001,81,Episode 12
tt70582351,2001,85,Angst
tt76589050,2001,85,Part 1
tt28513699,2001,86,Blumen im Regen
tt10121389,2001,86,Blumen im Regen
tt20399639,2001,86,Küste der Träume
tt74552469,2001,87,A Change of Seasons
tt41808714,2001,87,Endgame
tt76798363,2001,87,Endgame
tt43467092,2001,87,Lug und Trug
tt34957893,2001,87,Wind über dem Fluss
tt45355201,2001,88,Kartellen
tt59496707,2001,88,Kartellen
tt14969618,2001,88,Secrets of the Dead
tt47210509,2001,88,Truth and Consequences
tt42870694,2001,88,Verraten und verkauft
tt69895312,2001,89,A New Beginning
tt12197788,2001,89,Der blaue Vogel Teil 1
tt50296964,2001,89,Die Rose von Kerrymore
tt85818755,2001,89,Episode 11
tt57831108,2001,89,Maigret et la croqueuse de diamants
tt57487147,2001,89,Maigret et la croqueuse de diamants
tt16616200,2001,89,Zielscheibe
tt23192547,2001,90,Bei Klingelzeichen Mord
tt87027650,2001,90,Bienzle und der heimliche Zeuge
tt33764041,2001,90,Du hast keine Chance
tt67879870,2001,90,Ein mörderisches Märchen
tt65445759,2001,90,Home Truths
tt52003496,2001,90,Mannen utan ansikte
tt65930492,2001,90,Mannen utan ansikte
tt61238871,2001,90,Merce Cunningham A Lifetime of Dance
tt70819114,2001,90,Money Man
tt34292777,2001,90,Nichts mehr im Griff
tt38619067,2001,90,The Diary of Anne Frank Echoes from the Past
tt91771565,2001,90,Trübe Wasser
tt55860986,2001,90,Und dahinter liegt New York
tt65472027,2001,91,Nichts ist so fein gesponnen
tt88022743,2001,91,Vater gesucht
tt26613428,2001,92,Mexiko
tt21004127,2001,92,Mon ami Maigret
tt96850576,2001,92,Mon ami Maigret
tt22081544,2001,93,Alles für die Katz
tt81379832,2001,93,Jusquau bout de la vie
tt94476939,2001,93,Mademoiselle Navarro
tt43297159,2001,93,Maigret et la fenêtre ouverte
tt83365577,2001,93,Maigret et la fenêtre ouverte
tt88589109,2001,93,Maigret et la fenêtre ouverte
tt82822359,2001,93,Terreur à domicile
tt63286844,2001,93,The Doorbell Rang
tt22743156,2001,94,Artists Touch
tt78269151,2001,94,Une fille en flammes
tt19839339,2001,95,Child Star The Shirley Temple Story
tt38175420,2001,95,Child Star The Shirley Temple Story
tt70191949,2001,95,Walls of Silence
tt62398144,2001,96,Hämndens pris
tt81313270,2001,96,Hämndens pris
tt49084177,2001,98,Evil Under the Sun
tt93512493,2001,98,Murder in Mesopotamia
tt82451759,2001,98,Murder in Mesopotamia
tt93332204,2001,99,The End of Law
tt73498211,2001,99,Who Killed Cock Robin
tt99669368,2001,100,Graine de Macadam
tt34363869,2001,101,Las Vegas
tt86359428,2001,102,Teil 2
tt43977441,2001,103,Teil 3
tt15300067,2001,104,Teil 1
tt78292631,2001,104,Where Does Your Hidden Smile Lie
tt82552246,2001,104,Where Does Your Hidden Smile Lie
tt99531179,2001,114,New York Part 6  The City of Tomorrow
tt60129973,2001,115,Little Women
tt33753037,2001,115,The Nutcracker
tt44877630,2001,115,The Nutcracker
tt15974619,2001,116,A Trip to Tindari
tt74649413,2001,120,Baileys Mistake
tt12829606,2001,120,Dynasty
tt11021200,2001,120,Episode 11
tt99658534,2001,120,Episode 11
tt14489687,2001,120,Episode 12
tt43704745,2001,120,Episode 12
tt47841931,2001,120,The Facts of Life Reunion
tt47137612,2001,120,The Facts of Life Reunion
tt46837644,2001,120,The Facts of Life Reunion
tt14936141,2001,120,The Facts of Life Reunion
tt95537185,2001,137,New York Part 7  The City and the World
tt83728890,2001,162,The Merchant of Venice
tt85356687,2002,4,Im Gonna Send Your Vote to College
tt86281206,2002,5,A Friend in Need
tt84068591,2002,5,Edward the Very Useful Engine
tt17017733,2002,5,Elizabeth the Vintage Lorry
tt90341310,2002,5,Faulty Whistles
tt70330626,2002,5,Harvey to the Rescue
tt36763953,2002,5,Jack Jumps In
tt64736670,2002,5,James and the Red Balloon
tt93778125,2002,5,Percy and the Haunted Mine
tt29873830,2002,5,Percys Chocolate Crunch
tt52147718,2002,5,Rusty Saves the Day
tt47003712,2002,5,Snow Engine
tt46616145,2002,5,Thomas Percy and the Squeak
tt26340741,2002,5,Toby Had a Little Lamb
tt23576645,2002,5,Trusty Rusty
tt19424147,2002,5,Twin Trouble
tt90826990,2002,10,Mr Beasleys Noisy Pipes
tt64491315,2002,11,Art Thief
tt29532714,2002,11,Artful Bean
tt11927896,2002,11,Camping
tt22676869,2002,11,Car Trouble
tt29862752,2002,11,CatSitting
tt21218746,2002,11,Death by Chocolate
tt82761272,2002,11,Death by Chocolate
tt29626586,2002,11,Gadget Kid
tt84354710,2002,11,Goldfish
tt74314048,2002,11,Haircut
tt67527700,2002,11,Hot Date
tt63232641,2002,11,In the Pink
tt18179928,2002,11,Mime Games
tt30876578,2002,11,No Pets
tt63228411,2002,11,Nurse
tt92864207,2002,11,Roadworks
tt65004770,2002,11,Royal Bean
tt22843624,2002,11,Shaggy Busted
tt13557799,2002,11,Shaggy Busted
tt26716062,2002,11,Shoyu Weenie
tt40513946,2002,11,Shoyu Weenie
tt39800497,2002,11,Super Trolley
tt32595789,2002,11,The Ball
tt42910118,2002,11,The Dabba Don
tt36229662,2002,11,The Dabba Don
tt56258640,2002,11,Treasure
tt33784701,2002,13,Temporary Care Worker
tt81816133,2002,19,My Two Dads
tt96634080,2002,20,Dungeon Dice Monsters Part 1
tt26181693,2002,20,Dungeon Dice Monsters Part 3
tt63800383,2002,20,Everybody Loves Whom
tt91364275,2002,20,Legendary Heroes Part 1
tt81727329,2002,20,Naked Cops Special Edition
tt13101848,2002,20,Pilot
tt21516560,2002,20,Stalked by the Rare Hunters
tt69806264,2002,20,Thanksgiving Confidential
tt74898448,2002,20,The Wrath of Rebecca
tt72804196,2002,20,Too Hot for Fox Special Edition
tt76947467,2002,20,Yugi vs Pegasus Match of the Millennium  Part 3
tt34431209,2002,21,A Fathers Footsteps
tt88359804,2002,21,A ScoobyDoo Christmas
tt42302735,2002,21,Ancient Awakening
tt38686366,2002,21,Assamania I
tt69772769,2002,21,Attack of the Living Brain Puppets
tt31821890,2002,21,Bad Stretch
tt80927921,2002,21,Battle of the Zords
tt66219368,2002,21,Battlefield Marshank
tt42898709,2002,21,Boss
tt92880020,2002,21,BrotherSister Act
tt72422852,2002,21,Clash of the Trashy Titans
tt97949942,2002,21,Click Click Zoom
tt18913043,2002,21,Curse of the Wolf
tt24033401,2002,21,Darkness Awakening
tt16421232,2002,21,Death Comedy Jam Part 2
tt48836201,2002,21,Decision
tt79696416,2002,21,Duped
tt32397385,2002,21,Evergreen
tt77507619,2002,21,Fishing for a Friend
tt85556472,2002,21,Forever Red
tt60924988,2002,21,From Marshes to Mountain Heights
tt81225120,2002,21,Frozen Out
tt73152311,2002,21,Gottfried in the Arena
tt10528244,2002,21,Heroes and Fools
tt36560670,2002,21,Homecoming
tt58826425,2002,21,Identity Crisis
tt50248934,2002,21,Its Raining Women
tt86755332,2002,21,Jimmy
tt87616318,2002,21,Lionheart
tt76090891,2002,21,Monitoring Earth
tt14658068,2002,21,Monkey Fist Strikes
tt10966088,2002,21,Never Give Up
tt13580822,2002,21,Nina Van Mom
tt98082076,2002,21,No Surprises
tt58235223,2002,21,North vs South
tt19029843,2002,21,Pops Girlfriend
tt14163052,2002,21,Power Play
tt12862802,2002,21,Power Play
tt54783239,2002,21,Predazord Awaken
tt60116937,2002,21,Predazord Awaken
tt82078106,2002,21,Reinforcements from the Future Part 1
tt18103229,2002,21,Reinforcements from the Future Part 2
tt40389343,2002,21,Revenge of ZenAku
tt17302177,2002,21,Rockstarmageddon
tt91507628,2002,21,Roller Ghoster Ride
tt20867502,2002,21,Rose of Noonvale
tt15325365,2002,21,Sealing the Nexus
tt29237460,2002,21,Secrets and Lies
tt26843912,2002,21,Secrets and Lies
tt54015903,2002,21,Self Possessed
tt32857383,2002,21,Sing Song
tt47613055,2002,21,Soul Bird Salvation
tt68051402,2002,21,Soul Searching
tt55780123,2002,21,Static Shaq
tt18519142,2002,21,Sunspots
tt25590888,2002,21,Taming of the Zords
tt97356659,2002,21,Team Carnival
tt75790541,2002,21,The Ancient Warrior
tt81393164,2002,21,The Bear Necessities
tt71256521,2002,21,The Big Expectations Episode
tt17471647,2002,21,The Big Leagues
tt17328350,2002,21,The Big Leagues
tt47183933,2002,21,The End of the Power Rangers Part 1
tt15779175,2002,21,The Flute
tt89624860,2002,21,The Great Escapes
tt82918395,2002,21,The Lone Wolf
tt15698658,2002,21,The Masters Herald Part 1
tt76903526,2002,21,The Masters Herald Part 2
tt28334618,2002,21,The Masters Last Stand
tt78965565,2002,21,The Missing Beatles Tape
tt39406674,2002,21,The Mysterious T
tt43331890,2002,21,The Soul of Humanity
tt90156231,2002,21,The Tornado Spin
tt92086991,2002,21,The Wings of Animaria
tt80295105,2002,21,Threes a Crowd
tt74618566,2002,21,Threes a Crowd
tt41666213,2002,21,Under Pressure
tt42593816,2002,21,Unfinished Business
tt97308452,2002,21,Wishes on the Water
tt78907214,2002,22,A Knight of Shadows
tt11326421,2002,22,A Knight of Shadows
tt17225898,2002,22,A Knight of Shadows
tt45116950,2002,22,A Knight of Shadows
tt49958789,2002,22,A Knight of Shadows Part II
tt29785777,2002,22,A Knight of Shadows Part II
tt11621554,2002,22,A Knight of Shadows Part II
tt82575231,2002,22,A Knight of Shadows Part II
tt75689126,2002,22,Aftermath
tt87521045,2002,22,Blind Alley
tt79679746,2002,22,Blush Gets Some Therapy
tt82545341,2002,22,Cars  Chicks
tt55069007,2002,22,Cheerful Goodbyes
tt53898484,2002,22,Day of Recovery
tt46147972,2002,22,Donna Dates a Kelso
tt21988391,2002,22,Dont Believe the Hype
tt45434710,2002,22,Dont Fear the Reefer
tt69058127,2002,22,Dont Go Breaking My Heart
tt98835319,2002,22,Dungeon Dice Monsters Part 2
tt65567890,2002,22,Dungeon Dice Monsters Part 4
tt35079835,2002,22,Enemy at the Gate
tt44205588,2002,22,Enter the Cat
tt53813322,2002,22,Episode 82
tt28458281,2002,22,Episode 82
tt43949031,2002,22,Errrr
tt73217855,2002,22,Felldohs Revenge
tt42347139,2002,22,Freedom and Monsters
tt11376815,2002,22,Fury
tt11623033,2002,22,Fury
tt67788268,2002,22,Fury
tt89133096,2002,22,Fury
tt73423459,2002,22,Fury Part II
tt93878231,2002,22,Fury Part II
tt72643451,2002,22,Fury Part II
tt63421011,2002,22,Fury Part II
tt61209975,2002,22,Harolds Birthday Gift
tt16212893,2002,22,Hot Dog
tt14756017,2002,22,Ill Be a Monkeys Puppet
tt73449161,2002,22,Injustice for All
tt72073694,2002,22,Injustice for All
tt60373479,2002,22,Injustice for All
tt79196531,2002,22,Injustice for All
tt76838028,2002,22,Injustice for All Part II
tt80037032,2002,22,Injustice for All Part II
tt75806894,2002,22,Injustice for All Part II
tt76044941,2002,22,Injustice for All Part II
tt15446730,2002,22,Into Thin Air
tt31076556,2002,22,Juvenilia
tt87325543,2002,22,Kissing Cousin
tt28085898,2002,22,Leaper
tt14124493,2002,22,Legendary Heroes Part 2
tt14107378,2002,22,Legendary Heroes Part 3
tt95236562,2002,22,Legends
tt18198983,2002,22,Legends
tt12309658,2002,22,Legends
tt32982493,2002,22,Legends
tt22867496,2002,22,Legends Part II
tt14097992,2002,22,Legends Part II
tt69807632,2002,22,Legends Part II
tt70054791,2002,22,Legends Part II
tt50402443,2002,22,Legends Part II
tt40936510,2002,22,Mainstream
tt51639687,2002,22,Meet the Cuban Parents
tt47830832,2002,22,Metamorphosis
tt33249875,2002,22,Metamorphosis
tt42884903,2002,22,Metamorphosis
tt29902260,2002,22,Metamorphosis
tt89672333,2002,22,Metamorphosis Part II
tt96048564,2002,22,Metamorphosis Part II
tt93762208,2002,22,Metamorphosis Part II
tt65889701,2002,22,Metamorphosis Part II
tt79561806,2002,22,Metamorphosis Part II
tt97166985,2002,22,Mindbender
tt38989458,2002,22,Moons Over Seattle
tt54942556,2002,22,Mother Load Part 1
tt59804085,2002,22,Mother Load Part 2
tt91810597,2002,22,Mr Motivation
tt95703131,2002,22,Mr Motivation
tt36609526,2002,22,Natios Big Prediction
tt96433190,2002,22,Operation Rebirth
tt17505622,2002,22,Paradise Lost
tt40067005,2002,22,Paradise Lost
tt88848839,2002,22,Paradise Lost
tt22825308,2002,22,Paradise Lost
tt81078334,2002,22,Paradise Lost Part II
tt56604530,2002,22,Paradise Lost Part II
tt50251798,2002,22,Paradise Lost Part II
tt21653746,2002,22,Paradise Lost Part II
tt83496960,2002,22,Proxy Prexy
tt20114267,2002,22,Retreat
tt89280678,2002,22,Shout Part 2
tt40166748,2002,22,Star Mitzvah
tt71667731,2002,22,Tales from the Crypt
tt51162251,2002,22,Team Rocket and Delibird
tt50867021,2002,22,That 70s Musical
tt79939107,2002,22,The Amazing TGirl
tt58192226,2002,22,The Brave and the Bold
tt57571430,2002,22,The Brave and the Bold
tt60633806,2002,22,The Brave and the Bold
tt63959501,2002,22,The Brave and the Bold Part II
tt32159193,2002,22,The Brave and the Bold Part II
tt54876647,2002,22,The Brave and the Bold Part II
tt50859787,2002,22,The Brave and the Bold Part II
tt92053664,2002,22,The Eighth Door
tt52545277,2002,22,The End of the Power Rangers Part 2
tt35828044,2002,22,The HeX Factor
tt90509693,2002,22,The King and Jade
tt83484668,2002,22,The Love You Fake
tt39356376,2002,22,The Ring Cycle
tt48403409,2002,22,The Savage Time
tt52237958,2002,22,The Savage Time
tt45374987,2002,22,The Savage Time
tt51097799,2002,22,The Savage Time
tt69221382,2002,22,The Session
tt14728811,2002,22,The Stuff of Heroes
tt11147493,2002,22,The Stuff of Villains
tt62278656,2002,22,The Ties of Friendship
tt65015623,2002,22,The Toad the Witch and the Wardrobe
tt44498589,2002,22,The Trial
tt41621075,2002,22,The Visit
tt23611256,2002,22,Three Blind Dates
tt25793790,2002,22,Too Damn Good
tt45194526,2002,22,Tough Luck
tt53315710,2002,22,Tunnel Vision
tt14978058,2002,22,Under Lock and Key
tt65456602,2002,22,Walk on the Wild Side
tt45788605,2002,22,War World
tt59848694,2002,22,War World
tt35945475,2002,22,War World
tt53619198,2002,22,War World
tt58938308,2002,22,War World Part II
tt61239832,2002,22,War World Part II
tt75887688,2002,22,War World Part II
tt44071322,2002,22,War World Part II
tt46591341,2002,22,War of the Words
tt93470860,2002,22,When Doves Cry Part 2
tt20949591,2002,22,Who Said ThatLet Them Make Cake
tt96923410,2002,22,XTreme Measures
tt65004219,2002,22,Yadons Comprehension Satoshis Comprehension
tt39550197,2002,22,Yugi vs Pegasus Match of the Millennium  Part 2
tt49275320,2002,22,Yugi vs Pegasus Match of the Millennium  Part 4
tt79471924,2002,22,Yugi vs Pegasus Match of the Millennium  Part 5
tt46577393,2002,23,A Blast from the Past
tt66859916,2002,23,A Dogs Tale
tt53304591,2002,23,Alles neu
tt23351660,2002,23,Blame It on the Rain
tt81873184,2002,23,Cabaret
tt86767954,2002,23,Cowboy Harold
tt12075337,2002,23,Das Rennen
tt62602085,2002,23,Das Traumboot
tt76385258,2002,23,Der Dschungel
tt68289584,2002,23,Der Liebesbrief
tt51228259,2002,23,Der Schützenkönig
